UF;Município;Faixa etária;Gênero;Grau de instrução;Turno;Comparecimento;% comparecimento;Abstenção;Eleitorado apto;Data de carga
AM;CAAPIRANGA;19 anos                       ;MASCULINO;LÊ E ESCREVE;1;6;0,8571;1;7;2025-04-30 12:57:12
AM;CAAPIRANGA;20 anos                       ;FEMININO;ANALFABETO;1;1;1;0;1;2025-04-30 12:57:12
AM;CAAPIRANGA;20 anos                       ;FEMININO;ENSINO FUNDAMENTAL COMPLETO;1;5;0,7143;2;7;2025-04-30 12:57:12
AM;CAAPIRANGA;20 anos                       ;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;1;32;0,8649;5;37;2025-04-30 12:57:12
AM;CAAPIRANGA;20 anos                       ;FEMININO;ENSINO MÉDIO COMPLETO;1;5;1;0;5;2025-04-30 12:57:12
AM;CAAPIRANGA;20 anos                       ;FEMININO;ENSINO MÉDIO INCOMPLETO;1;42;0,8235;9;51;2025-04-30 12:57:12
AM;CAAPIRANGA;20 anos                       ;FEMININO;LÊ E ESCREVE;1;4;1;0;4;2025-04-30 12:57:12
AM;CAAPIRANGA;20 anos                       ;FEMININO;SUPERIOR INCOMPLETO;1;1;1;0;1;2025-04-30 12:57:12
AM;CAAPIRANGA;20 anos                       ;MASCULINO;ANALFABETO;1;0;0;1;1;2025-04-30 12:57:12
AM;CAAPIRANGA;20 anos                       ;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;1;5;1;0;5;2025-04-30 12:57:12
AM;CAAPIRANGA;20 anos                       ;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;1;34;0,68;16;50;2025-04-30 12:57:12
AM;CAAPIRANGA;20 anos                       ;MASCULINO;ENSINO MÉDIO COMPLETO;1;1;1;0;1;2025-04-30 12:57:12
AM;CAAPIRANGA;20 anos                       ;MASCULINO;ENSINO MÉDIO INCOMPLETO;1;37;0,7708;11;48;2025-04-30 12:57:12
AM;CAAPIRANGA;20 anos                       ;MASCULINO;LÊ E ESCREVE;1;5;0,7143;2;7;2025-04-30 12:57:12
AM;CAAPIRANGA;21 a 24 anos                  ;FEMININO;ANALFABETO;1;4;1;0;4;2025-04-30 12:57:12
AM;CAAPIRANGA;21 a 24 anos                  ;FEMININO;ENSINO FUNDAMENTAL COMPLETO;1;30;0,8824;4;34;2025-04-30 12:57:12
AM;CAAPIRANGA;21 a 24 anos                  ;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;1;151;0,755;49;200;2025-04-30 12:57:12
AM;CAAPIRANGA;21 a 24 anos                  ;FEMININO;ENSINO MÉDIO COMPLETO;1;15;0,6;10;25;2025-04-30 12:57:12
AM;CAAPIRANGA;21 a 24 anos                  ;FEMININO;ENSINO MÉDIO INCOMPLETO;1;101;0,8145;23;124;2025-04-30 12:57:12
AM;CAAPIRANGA;21 a 24 anos                  ;FEMININO;LÊ E ESCREVE;1;11;0,9167;1;12;2025-04-30 12:57:12
AM;CAAPIRANGA;21 a 24 anos                  ;FEMININO;SUPERIOR INCOMPLETO;1;1;1;0;1;2025-04-30 12:57:12
AM;CAAPIRANGA;21 a 24 anos                  ;MASCULINO;ANALFABETO;1;5;0,5556;4;9;2025-04-30 12:57:12
AM;CAAPIRANGA;21 a 24 anos                  ;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;1;29;0,7632;9;38;2025-04-30 12:57:12
AM;CAAPIRANGA;21 a 24 anos                  ;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;1;162;0,7902;43;205;2025-04-30 12:57:12
AM;CAAPIRANGA;21 a 24 anos                  ;MASCULINO;ENSINO MÉDIO COMPLETO;1;21;0,875;3;24;2025-04-30 12:57:12
AM;CAAPIRANGA;21 a 24 anos                  ;MASCULINO;ENSINO MÉDIO INCOMPLETO;1;93;0,8304;19;112;2025-04-30 12:57:12
AM;CAAPIRANGA;21 a 24 anos                  ;MASCULINO;LÊ E ESCREVE;1;21;0,75;7;28;2025-04-30 12:57:12
AM;CAAPIRANGA;25 a 29 anos                  ;FEMININO;ANALFABETO;1;4;0,6667;2;6;2025-04-30 12:57:12
AM;CAAPIRANGA;25 a 29 anos                  ;FEMININO;ENSINO FUNDAMENTAL COMPLETO;1;24;0,7273;9;33;2025-04-30 12:57:12
AM;CAAPIRANGA;25 a 29 anos                  ;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;1;224;0,8453;41;265;2025-04-30 12:57:12
AM;CAAPIRANGA;25 a 29 anos                  ;FEMININO;ENSINO MÉDIO COMPLETO;1;31;0,8378;6;37;2025-04-30 12:57:12
AM;CAAPIRANGA;25 a 29 anos                  ;FEMININO;ENSINO MÉDIO INCOMPLETO;1;67;0,7976;17;84;2025-04-30 12:57:12
AM;CAAPIRANGA;25 a 29 anos                  ;FEMININO;LÊ E ESCREVE;1;13;0,7222;5;18;2025-04-30 12:57:12
AM;CAAPIRANGA;25 a 29 anos                  ;FEMININO;SUPERIOR COMPLETO;1;1;1;0;1;2025-04-30 12:57:12
AM;CAAPIRANGA;25 a 29 anos                  ;FEMININO;SUPERIOR INCOMPLETO;1;0;0;1;1;2025-04-30 12:57:12
AM;CAAPIRANGA;25 a 29 anos                  ;MASCULINO;ANALFABETO;1;7;0,4118;10;17;2025-04-30 12:57:12
AM;CAAPIRANGA;25 a 29 anos                  ;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;1;37;0,8043;9;46;2025-04-30 12:57:12
AM;CAAPIRANGA;25 a 29 anos                  ;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;1;222;0,7577;71;293;2025-04-30 12:57:12
AM;CAAPIRANGA;25 a 29 anos                  ;MASCULINO;ENSINO MÉDIO COMPLETO;1;16;0,64;9;25;2025-04-30 12:57:12
AM;CAAPIRANGA;25 a 29 anos                  ;MASCULINO;ENSINO MÉDIO INCOMPLETO;1;79;0,79;21;100;2025-04-30 12:57:12
AM;CAAPIRANGA;25 a 29 anos                  ;MASCULINO;LÊ E ESCREVE;1;18;0,6667;9;27;2025-04-30 12:57:12
AM;CAAPIRANGA;25 a 29 anos                  ;MASCULINO;SUPERIOR COMPLETO;1;2;1;0;2;2025-04-30 12:57:12
AM;CAAPIRANGA;25 a 29 anos                  ;MASCULINO;SUPERIOR INCOMPLETO;1;2;1;0;2;2025-04-30 12:57:12
AM;CAAPIRANGA;30 a 34 anos                  ;FEMININO;ANALFABETO;1;8;0,5714;6;14;2025-04-30 12:57:12
AM;CAAPIRANGA;30 a 34 anos                  ;FEMININO;ENSINO FUNDAMENTAL COMPLETO;1;25;0,7576;8;33;2025-04-30 12:57:12
AM;CAAPIRANGA;30 a 34 anos                  ;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;1;175;0,8413;33;208;2025-04-30 12:57:12
AM;CAAPIRANGA;30 a 34 anos                  ;FEMININO;ENSINO MÉDIO COMPLETO;1;34;0,8947;4;38;2025-04-30 12:57:12
AM;CAAPIRANGA;30 a 34 anos                  ;FEMININO;ENSINO MÉDIO INCOMPLETO;1;46;0,92;4;50;2025-04-30 12:57:12
AM;CAAPIRANGA;30 a 34 anos                  ;FEMININO;LÊ E ESCREVE;1;37;0,8605;6;43;2025-04-30 12:57:12
AM;CAAPIRANGA;30 a 34 anos                  ;FEMININO;SUPERIOR COMPLETO;1;2;0,5;2;4;2025-04-30 12:57:12
AM;CAAPIRANGA;30 a 34 anos                  ;FEMININO;SUPERIOR INCOMPLETO;1;1;1;0;1;2025-04-30 12:57:12
AM;CAAPIRANGA;30 a 34 anos                  ;MASCULINO;ANALFABETO;1;22;0,5238;20;42;2025-04-30 12:57:12
AM;CAAPIRANGA;30 a 34 anos                  ;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;1;14;0,7;6;20;2025-04-30 12:57:12
AM;CAAPIRANGA;30 a 34 anos                  ;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;1;191;0,7671;58;249;2025-04-30 12:57:12
AM;CAAPIRANGA;30 a 34 anos                  ;MASCULINO;ENSINO MÉDIO COMPLETO;1;26;0,8125;6;32;2025-04-30 12:57:12
AM;CAAPIRANGA;30 a 34 anos                  ;MASCULINO;ENSINO MÉDIO INCOMPLETO;1;36;0,8;9;45;2025-04-30 12:57:12
AM;CAAPIRANGA;30 a 34 anos                  ;MASCULINO;LÊ E ESCREVE;1;66;0,7857;18;84;2025-04-30 12:57:12
AM;CAAPIRANGA;30 a 34 anos                  ;MASCULINO;SUPERIOR COMPLETO;1;2;1;0;2;2025-04-30 12:57:12
AM;CAAPIRANGA;30 a 34 anos                  ;MASCULINO;SUPERIOR INCOMPLETO;1;1;0,3333;2;3;2025-04-30 12:57:12
AM;CAAPIRANGA;35 a 39 anos                  ;FEMININO;ANALFABETO;1;13;0,5909;9;22;2025-04-30 12:57:12
AM;CAAPIRANGA;35 a 39 anos                  ;FEMININO;ENSINO FUNDAMENTAL COMPLETO;1;13;0,8667;2;15;2025-04-30 12:57:12
AM;CAAPIRANGA;35 a 39 anos                  ;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;1;161;0,8564;27;188;2025-04-30 12:57:12
AM;CAAPIRANGA;35 a 39 anos                  ;FEMININO;ENSINO MÉDIO COMPLETO;1;42;0,8077;10;52;2025-04-30 12:57:12
AM;CAAPIRANGA;35 a 39 anos                  ;FEMININO;ENSINO MÉDIO INCOMPLETO;1;22;0,9565;1;23;2025-04-30 12:57:12
AM;CAAPIRANGA;35 a 39 anos                  ;FEMININO;LÊ E ESCREVE;1;59;0,9516;3;62;2025-04-30 12:57:12
AM;CAAPIRANGA;35 a 39 anos                  ;FEMININO;SUPERIOR COMPLETO;1;6;0,8571;1;7;2025-04-30 12:57:12
AM;CAAPIRANGA;35 a 39 anos                  ;FEMININO;SUPERIOR INCOMPLETO;1;2;0,6667;1;3;2025-04-30 12:57:12
AM;CAAPIRANGA;35 a 39 anos                  ;MASCULINO;ANALFABETO;1;25;0,4902;26;51;2025-04-30 12:57:12
AM;CAAPIRANGA;35 a 39 anos                  ;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;1;17;0,8095;4;21;2025-04-30 12:57:12
AM;CAAPIRANGA;35 a 39 anos                  ;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;1;140;0,8284;29;169;2025-04-30 12:57:12
AM;CAAPIRANGA;35 a 39 anos                  ;MASCULINO;ENSINO MÉDIO COMPLETO;1;26;0,8667;4;30;2025-04-30 12:57:12
AM;CAAPIRANGA;35 a 39 anos                  ;MASCULINO;ENSINO MÉDIO INCOMPLETO;1;24;0,8276;5;29;2025-04-30 12:57:12
AM;CAAPIRANGA;35 a 39 anos                  ;MASCULINO;LÊ E ESCREVE;1;91;0,7647;28;119;2025-04-30 12:57:12
AM;CAAPIRANGA;35 a 39 anos                  ;MASCULINO;SUPERIOR COMPLETO;1;4;1;0;4;2025-04-30 12:57:12
AM;CAAPIRANGA;35 a 39 anos                  ;MASCULINO;SUPERIOR INCOMPLETO;1;5;1;0;5;2025-04-30 12:57:12
AM;CAAPIRANGA;40 a 44 anos                  ;FEMININO;ANALFABETO;1;18;0,3913;28;46;2025-04-30 12:57:12
AM;CAAPIRANGA;40 a 44 anos                  ;FEMININO;ENSINO FUNDAMENTAL COMPLETO;1;11;0,7857;3;14;2025-04-30 12:57:12
AM;CAAPIRANGA;40 a 44 anos                  ;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;1;84;0,8936;10;94;2025-04-30 12:57:12
AM;CAAPIRANGA;40 a 44 anos                  ;FEMININO;ENSINO MÉDIO COMPLETO;1;28;0,8235;6;34;2025-04-30 12:57:12
AM;CAAPIRANGA;40 a 44 anos                  ;FEMININO;ENSINO MÉDIO INCOMPLETO;1;12;0,75;4;16;2025-04-30 12:57:12
AM;CAAPIRANGA;40 a 44 anos                  ;FEMININO;LÊ E ESCREVE;1;67;0,9306;5;72;2025-04-30 12:57:12
AM;CAAPIRANGA;40 a 44 anos                  ;FEMININO;SUPERIOR COMPLETO;1;11;0,8462;2;13;2025-04-30 12:57:12
AM;CAAPIRANGA;40 a 44 anos                  ;FEMININO;SUPERIOR INCOMPLETO;1;4;1;0;4;2025-04-30 12:57:12
AM;CAAPIRANGA;40 a 44 anos                  ;MASCULINO;ANALFABETO;1;30;0,4348;39;69;2025-04-30 12:57:12
AM;CAAPIRANGA;40 a 44 anos                  ;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;1;14;0,875;2;16;2025-04-30 12:57:12
AM;CAAPIRANGA;40 a 44 anos                  ;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;1;82;0,7961;21;103;2025-04-30 12:57:12
AM;CAAPIRANGA;40 a 44 anos                  ;MASCULINO;ENSINO MÉDIO COMPLETO;1;19;1;0;19;2025-04-30 12:57:12
AM;CAAPIRANGA;40 a 44 anos                  ;MASCULINO;ENSINO MÉDIO INCOMPLETO;1;12;0,8571;2;14;2025-04-30 12:57:12
AM;CAAPIRANGA;40 a 44 anos                  ;MASCULINO;LÊ E ESCREVE;1;98;0,8522;17;115;2025-04-30 12:57:12
AM;CAAPIRANGA;40 a 44 anos                  ;MASCULINO;SUPERIOR COMPLETO;1;2;1;0;2;2025-04-30 12:57:12
AM;CAAPIRANGA;45 a 49 anos                  ;FEMININO;ANALFABETO;1;19;0,3878;30;49;2025-04-30 12:57:12
AM;CAAPIRANGA;45 a 49 anos                  ;FEMININO;ENSINO FUNDAMENTAL COMPLETO;1;9;1;0;9;2025-04-30 12:57:12
AM;CAAPIRANGA;45 a 49 anos                  ;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;1;78;0,8764;11;89;2025-04-30 12:57:12
AM;CAAPIRANGA;45 a 49 anos                  ;FEMININO;ENSINO MÉDIO COMPLETO;1;15;0,7143;6;21;2025-04-30 12:57:12
AM;CAAPIRANGA;45 a 49 anos                  ;FEMININO;ENSINO MÉDIO INCOMPLETO;1;6;1;0;6;2025-04-30 12:57:12
AM;CAAPIRANGA;45 a 49 anos                  ;FEMININO;LÊ E ESCREVE;1;55;0,9483;3;58;2025-04-30 12:57:12
AM;CAAPIRANGA;45 a 49 anos                  ;FEMININO;SUPERIOR COMPLETO;1;3;1;0;3;2025-04-30 12:57:12
AM;CAAPIRANGA;45 a 49 anos                  ;FEMININO;SUPERIOR INCOMPLETO;1;1;1;0;1;2025-04-30 12:57:12
AM;CAAPIRANGA;45 a 49 anos                  ;MASCULINO;ANALFABETO;1;18;0,3214;38;56;2025-04-30 12:57:12
AM;CAAPIRANGA;45 a 49 anos                  ;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;1;12;0,8;3;15;2025-04-30 12:57:12
AM;CAAPIRANGA;45 a 49 anos                  ;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;1;86;0,819;19;105;2025-04-30 12:57:12
AM;CAAPIRANGA;45 a 49 anos                  ;MASCULINO;ENSINO MÉDIO COMPLETO;1;15;0,8333;3;18;2025-04-30 12:57:12
AM;CAAPIRANGA;45 a 49 anos                  ;MASCULINO;ENSINO MÉDIO INCOMPLETO;1;6;1;0;6;2025-04-30 12:57:12
AM;CAAPIRANGA;45 a 49 anos                  ;MASCULINO;LÊ E ESCREVE;1;78;0,8041;19;97;2025-04-30 12:57:12
AM;CAAPIRANGA;45 a 49 anos                  ;MASCULINO;SUPERIOR COMPLETO;1;2;1;0;2;2025-04-30 12:57:12
AM;CAAPIRANGA;45 a 49 anos                  ;MASCULINO;SUPERIOR INCOMPLETO;1;4;1;0;4;2025-04-30 12:57:12
AM;CAAPIRANGA;50 a 54 anos                  ;FEMININO;ANALFABETO;1;20;0,5263;18;38;2025-04-30 12:57:12
AM;CAAPIRANGA;50 a 54 anos                  ;FEMININO;ENSINO FUNDAMENTAL COMPLETO;1;3;0,5;3;6;2025-04-30 12:57:12
AM;CAAPIRANGA;50 a 54 anos                  ;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;1;58;0,8657;9;67;2025-04-30 12:57:12
AM;CAAPIRANGA;50 a 54 anos                  ;FEMININO;ENSINO MÉDIO COMPLETO;1;12;0,7059;5;17;2025-04-30 12:57:12
AM;CAAPIRANGA;50 a 54 anos                  ;FEMININO;ENSINO MÉDIO INCOMPLETO;1;5;1;0;5;2025-04-30 12:57:12
AM;CAAPIRANGA;50 a 54 anos                  ;FEMININO;LÊ E ESCREVE;1;41;0,82;9;50;2025-04-30 12:57:12
AM;CAAPIRANGA;50 a 54 anos                  ;FEMININO;SUPERIOR COMPLETO;1;2;0,6667;1;3;2025-04-30 12:57:12
AM;CAAPIRANGA;50 a 54 anos                  ;MASCULINO;ANALFABETO;1;30;0,5556;24;54;2025-04-30 12:57:12
AM;CAAPIRANGA;50 a 54 anos                  ;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;1;1;1;0;1;2025-04-30 12:57:12
AM;CAAPIRANGA;50 a 54 anos                  ;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;1;54;0,8571;9;63;2025-04-30 12:57:12
AM;CAAPIRANGA;50 a 54 anos                  ;MASCULINO;ENSINO MÉDIO COMPLETO;1;13;0,8125;3;16;2025-04-30 12:57:12
AM;CAAPIRANGA;50 a 54 anos                  ;MASCULINO;ENSINO MÉDIO INCOMPLETO;1;2;0,6667;1;3;2025-04-30 12:57:12
AM;CAAPIRANGA;50 a 54 anos                  ;MASCULINO;LÊ E ESCREVE;1;63;0,8289;13;76;2025-04-30 12:57:12
AM;CAAPIRANGA;50 a 54 anos                  ;MASCULINO;SUPERIOR COMPLETO;1;2;0,6667;1;3;2025-04-30 12:57:12
AM;CAAPIRANGA;50 a 54 anos                  ;MASCULINO;SUPERIOR INCOMPLETO;1;1;1;0;1;2025-04-30 12:57:12
AM;CAAPIRANGA;55 a 59 anos                  ;FEMININO;ANALFABETO;1;23;0,5476;19;42;2025-04-30 12:57:12
AM;CAAPIRANGA;55 a 59 anos                  ;FEMININO;ENSINO FUNDAMENTAL COMPLETO;1;4;1;0;4;2025-04-30 12:57:12
AM;CAAPIRANGA;55 a 59 anos                  ;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;1;47;0,8868;6;53;2025-04-30 12:57:12
AM;CAAPIRANGA;55 a 59 anos                  ;FEMININO;ENSINO MÉDIO COMPLETO;1;10;0,8333;2;12;2025-04-30 12:57:12
AM;CAAPIRANGA;55 a 59 anos                  ;FEMININO;ENSINO MÉDIO INCOMPLETO;1;5;0,8333;1;6;2025-04-30 12:57:12
AM;CAAPIRANGA;55 a 59 anos                  ;FEMININO;LÊ E ESCREVE;1;46;0,902;5;51;2025-04-30 12:57:12
AM;CAAPIRANGA;55 a 59 anos                  ;FEMININO;SUPERIOR COMPLETO;1;2;0,6667;1;3;2025-04-30 12:57:12
AM;CAAPIRANGA;55 a 59 anos                  ;FEMININO;SUPERIOR INCOMPLETO;1;1;1;0;1;2025-04-30 12:57:12
AM;CAAPIRANGA;55 a 59 anos                  ;MASCULINO;ANALFABETO;1;18;0,3529;33;51;2025-04-30 12:57:12
AM;CAAPIRANGA;55 a 59 anos                  ;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;1;8;0,8889;1;9;2025-04-30 12:57:12
AM;CAAPIRANGA;55 a 59 anos                  ;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;1;41;0,8542;7;48;2025-04-30 12:57:12
AM;CAAPIRANGA;55 a 59 anos                  ;MASCULINO;ENSINO MÉDIO COMPLETO;1;5;0,8333;1;6;2025-04-30 12:57:12
AM;CAAPIRANGA;55 a 59 anos                  ;MASCULINO;LÊ E ESCREVE;1;73;0,9012;8;81;2025-04-30 12:57:12
AM;CAAPIRANGA;55 a 59 anos                  ;MASCULINO;SUPERIOR COMPLETO;1;1;0,5;1;2;2025-04-30 12:57:12
AM;CAAPIRANGA;60 a 64 anos                  ;FEMININO;ANALFABETO;1;17;0,4722;19;36;2025-04-30 12:57:12
AM;CAAPIRANGA;60 a 64 anos                  ;FEMININO;ENSINO FUNDAMENTAL COMPLETO;1;2;0,6667;1;3;2025-04-30 12:57:12
AM;CAAPIRANGA;60 a 64 anos                  ;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;1;39;0,8478;7;46;2025-04-30 12:57:12
AM;CAAPIRANGA;60 a 64 anos                  ;FEMININO;ENSINO MÉDIO COMPLETO;1;1;0,5;1;2;2025-04-30 12:57:12
AM;CAAPIRANGA;60 a 64 anos                  ;FEMININO;ENSINO MÉDIO INCOMPLETO;1;0;0;1;1;2025-04-30 12:57:12
AM;CAAPIRANGA;60 a 64 anos                  ;FEMININO;LÊ E ESCREVE;1;26;0,8125;6;32;2025-04-30 12:57:12
AM;CAAPIRANGA;60 a 64 anos                  ;MASCULINO;ANALFABETO;1;21;0,42;29;50;2025-04-30 12:57:12
AM;CAAPIRANGA;60 a 64 anos                  ;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;1;3;0,75;1;4;2025-04-30 12:57:12
AM;CAAPIRANGA;60 a 64 anos                  ;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;1;37;0,8605;6;43;2025-04-30 12:57:12
AM;CAAPIRANGA;60 a 64 anos                  ;MASCULINO;ENSINO MÉDIO COMPLETO;1;2;1;0;2;2025-04-30 12:57:12
AM;CAAPIRANGA;60 a 64 anos                  ;MASCULINO;ENSINO MÉDIO INCOMPLETO;1;1;1;0;1;2025-04-30 12:57:12
AM;CAAPIRANGA;60 a 64 anos                  ;MASCULINO;LÊ E ESCREVE;1;62;0,8267;13;75;2025-04-30 12:57:12
AM;CAAPIRANGA;60 a 64 anos                  ;MASCULINO;SUPERIOR COMPLETO;1;0;0;1;1;2025-04-30 12:57:12
AM;CAAPIRANGA;65 a 69 anos                  ;FEMININO;ANALFABETO;1;7;0,2188;25;32;2025-04-30 12:57:12
AM;CAAPIRANGA;65 a 69 anos                  ;FEMININO;ENSINO FUNDAMENTAL COMPLETO;1;3;1;0;3;2025-04-30 12:57:12
AM;CAAPIRANGA;65 a 69 anos                  ;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;1;20;0,8333;4;24;2025-04-30 12:57:12
AM;CAAPIRANGA;65 a 69 anos                  ;FEMININO;ENSINO MÉDIO COMPLETO;1;2;1;0;2;2025-04-30 12:57:12
AM;CAAPIRANGA;65 a 69 anos                  ;FEMININO;LÊ E ESCREVE;1;19;0,7917;5;24;2025-04-30 12:57:12
AM;CAAPIRANGA;65 a 69 anos                  ;FEMININO;SUPERIOR COMPLETO;1;1;1;0;1;2025-04-30 12:57:12
AM;CAAPIRANGA;65 a 69 anos                  ;MASCULINO;ANALFABETO;1;17;0,3469;32;49;2025-04-30 12:57:12
AM;CAAPIRANGA;65 a 69 anos                  ;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;1;1;1;0;1;2025-04-30 12:57:12
AM;CAAPIRANGA;65 a 69 anos                  ;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;1;27;0,8438;5;32;2025-04-30 12:57:12
AM;CAAPIRANGA;65 a 69 anos                  ;MASCULINO;ENSINO MÉDIO INCOMPLETO;1;0;0;1;1;2025-04-30 12:57:12
AM;CAAPIRANGA;65 a 69 anos                  ;MASCULINO;LÊ E ESCREVE;1;34;0,7083;14;48;2025-04-30 12:57:12
AM;CAAPIRANGA;65 a 69 anos                  ;MASCULINO;SUPERIOR COMPLETO;1;2;1;0;2;2025-04-30 12:57:12
AM;CAAPIRANGA;65 a 69 anos                  ;MASCULINO;SUPERIOR INCOMPLETO;1;1;1;0;1;2025-04-30 12:57:12
AM;CAAPIRANGA;70 a 74 anos                  ;FEMININO;ANALFABETO;1;5;0,1515;28;33;2025-04-30 12:57:12
AM;CAAPIRANGA;70 a 74 anos                  ;FEMININO;ENSINO FUNDAMENTAL COMPLETO;1;1;1;0;1;2025-04-30 12:57:12
AM;CAAPIRANGA;70 a 74 anos                  ;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;1;5;0,625;3;8;2025-04-30 12:57:12
AM;CAAPIRANGA;70 a 74 anos                  ;FEMININO;LÊ E ESCREVE;1;10;0,5263;9;19;2025-04-30 12:57:12
AM;CAAPIRANGA;70 a 74 anos                  ;FEMININO;SUPERIOR COMPLETO;1;1;1;0;1;2025-04-30 12:57:12
AM;CAAPIRANGA;70 a 74 anos                  ;MASCULINO;ANALFABETO;1;6;0,1111;48;54;2025-04-30 12:57:12
AM;CAAPIRANGA;70 a 74 anos                  ;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;1;1;1;0;1;2025-04-30 12:57:12
AM;CAAPIRANGA;70 a 74 anos                  ;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;1;15;0,7143;6;21;2025-04-30 12:57:12
AM;CAAPIRANGA;70 a 74 anos                  ;MASCULINO;LÊ E ESCREVE;1;22;0,5641;17;39;2025-04-30 12:57:12
AM;CAAPIRANGA;70 a 74 anos                  ;MASCULINO;SUPERIOR INCOMPLETO;1;1;1;0;1;2025-04-30 12:57:12
AM;CAAPIRANGA;75 a 79 anos                  ;FEMININO;ANALFABETO;1;5;0,1515;28;33;2025-04-30 12:57:12
AM;CAAPIRANGA;75 a 79 anos                  ;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;1;5;0,5;5;10;2025-04-30 12:57:12
AM;CAAPIRANGA;75 a 79 anos                  ;FEMININO;LÊ E ESCREVE;1;2;0,1429;12;14;2025-04-30 12:57:12
AM;CAAPIRANGA;75 a 79 anos                  ;MASCULINO;ANALFABETO;1;2;0,0667;28;30;2025-04-30 12:57:12
AM;CAAPIRANGA;75 a 79 anos                  ;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;1;6;0,5455;5;11;2025-04-30 12:57:12
AM;CAAPIRANGA;75 a 79 anos                  ;MASCULINO;ENSINO MÉDIO COMPLETO;1;0;0;1;1;2025-04-30 12:57:12
AM;CAAPIRANGA;75 a 79 anos                  ;MASCULINO;LÊ E ESCREVE;1;6;0,3529;11;17;2025-04-30 12:57:12
AM;CAAPIRANGA;80 a 84 anos                  ;FEMININO;ANALFABETO;1;1;0,0556;17;18;2025-04-30 12:57:12
AM;CAAPIRANGA;80 a 84 anos                  ;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;1;5;0,5556;4;9;2025-04-30 12:57:12
AM;CAAPIRANGA;80 a 84 anos                  ;FEMININO;LÊ E ESCREVE;1;1;0,0556;17;18;2025-04-30 12:57:12
AM;CAAPIRANGA;80 a 84 anos                  ;MASCULINO;ANALFABETO;1;5;0,1316;33;38;2025-04-30 12:57:12
AM;CAAPIRANGA;80 a 84 anos                  ;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;1;1;1;0;1;2025-04-30 12:57:12
AM;CAAPIRANGA;80 a 84 anos                  ;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;1;4;0,4;6;10;2025-04-30 12:57:12
AM;CAAPIRANGA;80 a 84 anos                  ;MASCULINO;LÊ E ESCREVE;1;5;0,2;20;25;2025-04-30 12:57:12
AM;CAAPIRANGA;85 a 89 anos                  ;FEMININO;ANALFABETO;1;0;0;13;13;2025-04-30 12:57:12
AM;CAAPIRANGA;85 a 89 anos                  ;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;1;1;0,1429;6;7;2025-04-30 12:57:12
AM;CAAPIRANGA;85 a 89 anos                  ;FEMININO;LÊ E ESCREVE;1;1;0,0769;12;13;2025-04-30 12:57:12
AM;CAAPIRANGA;85 a 89 anos                  ;MASCULINO;ANALFABETO;1;0;0;9;9;2025-04-30 12:57:12
AM;CAAPIRANGA;85 a 89 anos                  ;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;1;1;0,125;7;8;2025-04-30 12:57:12
AM;CAAPIRANGA;85 a 89 anos                  ;MASCULINO;LÊ E ESCREVE;1;1;0,04;24;25;2025-04-30 12:57:12
