"DT_GERACAO";"HH_GERACAO";"ANO_ELEICAO";"CD_TIPO_ELEICAO";"NM_TIPO_ELEICAO";"CD_ELEICAO";"DS_ELEICAO";"DT_ELEICAO";"SG_UF";"SG_UE";"NM_UE";"SQ_CANDIDATO";"NR_ORDEM_BEM_CANDIDATO";"CD_TIPO_BEM_CANDIDATO";"DS_TIPO_BEM_CANDIDATO";"DS_BEM_CANDIDATO";"VR_BEM_CANDIDATO";"DT_ULT_ATUAL_BEM_CANDIDATO";"HH_ULT_ATUAL_BEM_CANDIDATO"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000617489;2;13;"Terreno";"TERRENO 398,75 M2 LOCALIZADO À RUA DÁRIA BARROSO DAS NEVES, S/N, BAIRRO SANTO ANTÔNIO, CONFORME MATRÍCULA N. 60.675, LIVRO N. 2, FOLHA 01, NO CARTÓRIO DE 3. OFÍCIO DO REGISTRO DE IMÓVEIS";"200000,00";"19/04/2021";"20:13:10"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000617489;4;13;"Terreno";"UM TERRENO COM 206M2 LOCALIZADO À AVENIDA CONEGO BENTO";"25000,00";"19/04/2021";"20:13:10"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000617492;8;13;"Terreno";"LOTE DE TERRA NÚMERO 08 NO CONJUNTO ÁGUAS CLARAS";"85000,00";"19/04/2021";"20:13:10"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000617492;11;13;"Terreno";"ESPÓLIO TERRENO NO MUNICÍPIO RIO PRETO DA EVA - RESIDENCIAL PARAÍSO SILVESTRE - LOTE 01 E 02";"25000,00";"19/04/2021";"20:13:10"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000617492;12;63;"Dinheiro em espécie - moeda nacional";"REFERENTE A VENDA DO VEÍCULO S10 ANO 2014/2014 E VENDA DO VEÍCULO GRAN VITARA ANO 2013/2013 PLCA - OAO-9185";"71000,00";"19/04/2021";"20:13:10"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000617494;1;23;"Embarcação";"BARCO TIPO LANCHA REGIONAL -RTME2J INSCRITA NA CAPITANIA DOS PORTOS SOB O NO 009-000429-9";"90250,00";"19/04/2021";"20:13:10"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000617494;6;13;"Terreno";"LOTE DE TERRA SOB NO 03, QUADRA 01, CONDOMÍNIO VIVENDA VERDE, LOCALIZADO NO TARUMÃ AMANUS/AM. ";"60000,00";"19/04/2021";"20:13:10"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000617501;4;13;"Terreno";"Lote 03, Gleba 04, denominado Ephigenio Sales, Km 47, AM 010";"230000,00";"19/04/2021";"20:13:16"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000617504;1;13;"Terreno";"Rua São Clemente 10, Bairro Cidade de Deus, Manaus-AM";"100000,00";"19/04/2021";"20:13:13"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000617515;1;13;"Terreno";"Imóvel Rural Lindo Amanhecer, AM 070, KM 13, Ramal Monte Castelo, Lote 127-J, Bairro Caldeirão , Iranduba -AM ";"151,61";"19/04/2021";"20:13:13"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000618261;3;13;"Terreno";"50% TERRENO DENOMINADO RECANTO DOS CARDEAIS, SITUADO A MARGEM ESQUERDA DO RIO TARUMA EM CONJUNTO COM SEU IRMAO CARLOS DOS SANTOS BRAGA FILHO - 105 ¿ Brasil - RUA MAGUARI, n.  0 - TARUMA-ACU";"6909,42";"19/04/2021";"20:13:26"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000618261;4;13;"Terreno";"LOTE DE TERRAS, NO 109-A, SITUADO NA AV. PROJETADA NO LOTEAMENTO PONTA NEGRA, GLEBA 1, CONDOMINIO JARDIM EUROPA.  - 105 ¿ Brasil - ALAMEDA PORTUGAL, 0 - PONTA NEGRA";"10000,00";"19/04/2021";"20:13:26"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000618261;8;13;"Terreno";"LOTE DE TERRAS SOB O NO 105-B, DO LOTEAMENTO PONTA NEGRA, GLEBA-I. - 105 ¿ Brasil - 105 - Brasil  ¿ Localizado  - ALA PORTUGAL, S/N - PONTA NEGRA";"100000,00";"19/04/2021";"20:13:26"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000618261;10;63;"Dinheiro em espécie - moeda nacional";"DINHEIRO EM ESPECIE (MOEDA NACIONAL).";"100000,00";"19/04/2021";"20:13:26"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000618261;13;13;"Terreno";"SITIO DENOMINADO NOVA VIDA , SITUADO A MARGEM ESQUERDA DO RIO PRETO DA EVA, NO MUNICIPIO DE ITACOATIARA. - 105 ¿ Brasil - MARGEM ESQUERDA DO RIO PRETO DA EVA";"30000,00";"19/04/2021";"20:13:26"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000618261;14;23;"Embarcação";"UMA EMBARCACAO, TIPO LANCHA ANO 2.000, MODELO 480, EM FIBRA DE VIDRO COM 660 HP DE POTENCIA. - 105 ¿ Brasil";"200000,00";"19/04/2021";"20:13:26"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000618261;15;23;"Embarcação";"UM JET SKI, COR VERMELHO, MARCA YAMAHA ANO 2009, MODELO SHD CRUISER - 105 - Brasil";"40000,00";"19/04/2021";"20:13:26"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000618261;41;13;"Terreno";"UM LOTE DE TERRAS SOB O NO 58-A, DO LOTEAMENTO PONTA NEGRA, GLEBA-01, ADQUIRIDO DE FRANCISCO BEZERRA DAS CHAGAS CPF:00.415.592-49, E SUA ESPOSA SRA. DARCY PONTES DAS CHAGAS CPF:152.612.042-91.";"400000,00";"19/04/2021";"20:13:26"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000618262;4;63;"Dinheiro em espécie - moeda nacional";"DINHEIRO EM ESPECIE (MOEDA NACIONAL).";"100000,00";"19/04/2021";"20:13:26"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000618263;8;63;"Dinheiro em espécie - moeda nacional";"DINHEIRO EM ESPECIE";"30000,00";"19/04/2021";"20:13:26"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000618263;9;13;"Terreno";"TERRENO SITUADO NO BAIRRO DO COROADO A ALAMEDA COSME FERREIRA, 5.610 - com 3.179,05M2. Com Benfeitorias realizadas por Cessionário do Imóvel NO VALOR DE R$ 10.250,00";"68750,00";"19/04/2021";"20:13:26"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000618263;12;13;"Terreno";"TERRENO COMERCIAL SITUADO NO CONJUNTO GALILEIA, ADQUIRIDO EM JANEIRO DE 2004 DA SUHAB-AM COM 800,00 M2. Ainda sem Registro de Imóveis. Aguardando liberação da Caixa Economica.";"11100,00";"19/04/2021";"20:13:26"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000618265;1;63;"Dinheiro em espécie - moeda nacional";"#NULO#";"500,00";"19/04/2021";"20:13:16"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000618266;2;63;"Dinheiro em espécie - moeda nacional";"#NULO#";"30000,00";"19/04/2021";"20:13:16"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000618267;3;13;"Terreno";"#NULO#";"100000,00";"19/04/2021";"20:13:16"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000618268;1;63;"Dinheiro em espécie - moeda nacional";"#NULO#";"1000,00";"19/04/2021";"20:13:16"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000618269;1;63;"Dinheiro em espécie - moeda nacional";"#NULO#";"2000,00";"19/04/2021";"20:13:16"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000618270;1;63;"Dinheiro em espécie - moeda nacional";"#NULO#";"2000,00";"19/04/2021";"20:13:16"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000618272;1;63;"Dinheiro em espécie - moeda nacional";"#NULO#";"2400,00";"19/04/2021";"20:13:16"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000618275;1;63;"Dinheiro em espécie - moeda nacional";"#NULO#";"500,00";"19/04/2021";"20:13:12"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000618276;1;63;"Dinheiro em espécie - moeda nacional";"#NULO#";"2000,00";"19/04/2021";"20:13:12"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000618277;1;13;"Terreno";"#NULO#";"30000,00";"19/04/2021";"20:13:12"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000618279;1;63;"Dinheiro em espécie - moeda nacional";"#NULO#";"800,00";"19/04/2021";"20:13:16"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000618278;1;63;"Dinheiro em espécie - moeda nacional";"#NULO#";"2000,00";"19/04/2021";"20:13:12"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000618281;1;63;"Dinheiro em espécie - moeda nacional";"#NULO#";"1000,00";"19/04/2021";"20:13:16"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000618283;1;63;"Dinheiro em espécie - moeda nacional";"#NULO#";"1500,00";"19/04/2021";"20:13:08"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000618284;1;63;"Dinheiro em espécie - moeda nacional";"#NULO#";"2500,00";"19/04/2021";"20:13:08"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000618286;1;63;"Dinheiro em espécie - moeda nacional";"#NULO#";"1000,00";"19/04/2021";"20:13:09"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000618289;3;63;"Dinheiro em espécie - moeda nacional";"#NULO#";"1000,00";"19/04/2021";"20:13:09"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000618291;1;63;"Dinheiro em espécie - moeda nacional";"#NULO#";"3000,00";"19/04/2021";"20:13:09"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000618296;2;13;"Terreno";"#NULO#";"950000,00";"19/04/2021";"20:13:09"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000618298;1;13;"Terreno";"#NULO#";"50000,00";"19/04/2021";"20:13:09"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000618298;2;63;"Dinheiro em espécie - moeda nacional";"#NULO#";"600,00";"19/04/2021";"20:13:09"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000618301;2;63;"Dinheiro em espécie - moeda nacional";"#NULO#";"2000,00";"19/04/2021";"20:13:09"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000618302;3;63;"Dinheiro em espécie - moeda nacional";"#NULO#";"500,00";"19/04/2021";"20:13:09"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000618305;1;63;"Dinheiro em espécie - moeda nacional";"#NULO#";"2000,00";"19/04/2021";"20:13:09"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000618311;1;63;"Dinheiro em espécie - moeda nacional";"#NULO#";"1000,00";"19/04/2021";"20:13:24"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000618312;3;63;"Dinheiro em espécie - moeda nacional";"#NULO#";"500,00";"19/04/2021";"20:13:24"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000618314;1;63;"Dinheiro em espécie - moeda nacional";"#NULO#";"500,00";"19/04/2021";"20:13:24"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000618318;2;13;"Terreno";"#NULO#";"300000,00";"19/04/2021";"20:13:25"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000618318;3;13;"Terreno";"#NULO#";"60000,00";"19/04/2021";"20:13:25"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000618319;1;13;"Terreno";"#NULO#";"30000,00";"19/04/2021";"20:13:25"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000618319;2;63;"Dinheiro em espécie - moeda nacional";"#NULO#";"4000,00";"19/04/2021";"20:13:25"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000618320;1;13;"Terreno";"#NULO#";"450000,00";"19/04/2021";"20:13:25"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000618321;1;63;"Dinheiro em espécie - moeda nacional";"#NULO#";"1500,00";"19/04/2021";"20:13:25"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000618994;1;13;"Terreno";"um sitio medindo 200 metros de frente por 100 metros de fundos, situado no km 15 da estrada codajás-anori";"60000,00";"19/04/2021";"20:13:12"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000627703;6;31;"Ações (inclusive as provenientes de linha telefônica)";"#NULO#";"67,22";"19/04/2021";"20:13:04"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000627703;13;31;"Ações (inclusive as provenientes de linha telefônica)";"#NULO#";"500,00";"19/04/2021";"20:13:04"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000627703;14;31;"Ações (inclusive as provenientes de linha telefônica)";"#NULO#";"2500,00";"19/04/2021";"20:13:04"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000617491;3;31;"Ações (inclusive as provenientes de linha telefônica)";"AÇÕES ORDINÁRIAS NORMATIVAS JUNTO A UNIMED MANAUS";"30000,00";"19/04/2021";"20:13:10"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000618261;17;31;"Ações (inclusive as provenientes de linha telefônica)";"21.302 ACOES PETR4 PETROBRAS PN, JUNTO AO BANCO BRADESCO. - 105 - Brasil";"427087,82";"19/04/2021";"20:13:26"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000618261;18;31;"Ações (inclusive as provenientes de linha telefônica)";"8.040 ACOES VALE RIO DOCE PNA N1, JUNTO AO BANCO BRADESCO FORAM TRANSFORMADAS EM 7.510 ACOES ON NA PROPORCAO DE 0,9342 PARA CADA ACAO. - CNPJ: 33.592.510/0001-54";"313166,85";"19/04/2021";"20:13:26"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000618261;35;31;"Ações (inclusive as provenientes de linha telefônica)";"CREDITOS EM TRANSITO - JUROS S/CAPITAL PROPRIO A RECEBER DE TELEFONICA BRASIL S.A., CNPJ 02.558.157/0001-62.";"90,82";"19/04/2021";"20:13:26"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000618261;46;31;"Ações (inclusive as provenientes de linha telefônica)";"BRADESCO PRIVITE FIC FI MULTIMERCADO FUNDO OFF FUNDS VALOR RELATIVO";"150772,75";"19/04/2021";"20:13:26"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000618263;4;31;"Ações (inclusive as provenientes de linha telefônica)";"8666 ACOES ORDINARIAS NOMINATIVAS TELENORTE LESTE PARTICIPACOES SA";"276,67";"19/04/2021";"20:13:26"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000618263;5;31;"Ações (inclusive as provenientes de linha telefônica)";"10692 ACOES PREFERENCIAIS NOMINATIVAS TELENORTE LESTE PARTICIPACOES SA";"550,00";"19/04/2021";"20:13:26"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000608857;7;52;"Crédito decorrente de alienação";"#NULO#";"220000,00";"19/04/2021";"20:13:03"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000608857;8;52;"Crédito decorrente de alienação";"#NULO#";"150000,00";"19/04/2021";"20:13:03"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000608883;2;31;"Ações (inclusive as provenientes de linha telefônica)";"#NULO#";"30000,60";"19/04/2021";"20:13:08"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000619016;1;32;"Quotas ou quinhões de capital";"#NULO#";"30000,00";"19/04/2021";"20:13:05"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000619018;1;32;"Quotas ou quinhões de capital";"#NULO#";"100000,00";"19/04/2021";"20:13:05"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000619019;4;32;"Quotas ou quinhões de capital";"EMPRESA EDUCACIONAL FATENORTE, CNPJ 22.367.769-85";"100000,00";"19/04/2021";"20:13:11"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000623411;1;32;"Quotas ou quinhões de capital";"QUOTA EMPRESARIAL DE G A PEREIRA GARCIA ME (CNPJ 21.309.557/0001-89)";"200000,00";"19/04/2021";"20:13:21"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000623402;2;32;"Quotas ou quinhões de capital";"#NULO#";"450000,00";"19/04/2021";"20:13:22"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000623425;2;32;"Quotas ou quinhões de capital";"#NULO#";"9000,00";"19/04/2021";"20:13:18"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000623436;2;32;"Quotas ou quinhões de capital";"#NULO#";"100000,00";"19/04/2021";"20:13:04"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000623441;1;32;"Quotas ou quinhões de capital";"#NULO#";"30000,00";"19/04/2021";"20:13:04"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000623452;7;32;"Quotas ou quinhões de capital";"CAPITAL SOCIAL DA EMPRESA TREVO DA AMAZÖNIA LTDA CNPJ 04.559.472/0001-30. ";"3000000,00";"19/04/2021";"20:13:15"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000623466;1;32;"Quotas ou quinhões de capital";"50% DE CAPITAL SOCIAL DA EMPRESA DAN TECH DA AMAZONIA INDUSTRI A E COMERCIO LTDA, CNPJ 00.569.451/0001-44.";"300000,00";"19/04/2021";"20:13:15"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000628102;1;32;"Quotas ou quinhões de capital";"50% DAS QUOTAS QUE COMPÕEM O CAPITAL SOCIAL DA ACCEX HOLDING LTDA - CNPJ/MF 17.830.482/0001-00";"250000,00";"19/04/2021";"20:13:23"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000628456;2;32;"Quotas ou quinhões de capital";"#NULO#";"70000,00";"18/09/2018";"11:25:55"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000629573;1;32;"Quotas ou quinhões de capital";"#NULO#";"300000,00";"19/04/2021";"20:13:06"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000629602;4;32;"Quotas ou quinhões de capital";"#NULO#";"10000,00";"19/11/2021";"06:43:58"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000629896;2;32;"Quotas ou quinhões de capital";"#NULO#";"2000,00";"19/11/2021";"06:43:58"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000600837;1;13;"Terreno";"#NULO#";"25000,00";"19/04/2021";"20:13:24"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000602422;2;13;"Terreno";"1 terreno de 12x73m, situado em São Paulo de Olivença/AM, de valor estimado de 50.000,00";"50000,00";"19/04/2021";"20:13:19"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000602424;2;13;"Terreno";"1 terreno de 20x20m, situado na Rua Deputado Risonildo Almeida, s/n, Iranduba/AM, de valor estimado de 60.000,00.";"60000,00";"19/04/2021";"20:13:19"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000602439;3;13;"Terreno";"1 terreno com área de 200.000m², no valor estimado de 25.000.";"25000,00";"19/04/2021";"20:13:20"
